customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
PG-88202,31,5,1387.0,5,3,3,533,Potential Loyalist
PG-88951,300,3,482.0,2,2,1,221,At Risk
PG-88952,939,3,1500.0,1,2,3,123,At Risk
PH-187901,58,9,3975.0,4,5,4,454,Champions
PH-187902,798,1,408.0,1,1,1,111,Lost
PH-187903,122,8,4322.0,3,5,5,355,Potential Loyalist
PH-187904,71,1,730.0,4,1,2,412,Others
PH-87901,115,4,177.0,3,3,1,331,Potential Loyalist
PH-87902,185,4,1570.0,2,3,3,233,At Risk
PJ-188351,104,3,2704.0,3,2,4,324,Others
PJ-188352,115,3,8509.0,3,2,5,325,Others
PJ-188353,51,5,1208.0,4,3,2,432,Potential Loyalist
PJ-188354,40,8,1220.0,4,5,2,452,Loyal Customers
PJ-190151,20,4,1779.0,5,3,3,533,Potential Loyalist
PJ-190152,43,5,3278.0,4,3,4,434,Potential Loyalist
PJ-190153,84,6,2352.0,3,4,3,343,Potential Loyalist
PJ-190154,135,7,1823.0,3,4,3,343,Potential Loyalist
PJ-88351,301,3,581.0,2,2,2,222,At Risk
PJ-88352,43,3,220.0,4,2,1,421,Others
PJ-90151,516,2,623.0,1,1,2,112,Lost
PJ-90152,197,6,5990.0,2,4,5,245,Can't Lose Them
PK-189101,210,4,1397.0,2,3,3,233,At Risk
PK-189102,426,2,802.0,1,1,2,112,Lost
PK-189103,99,8,3644.0,3,5,4,354,Potential Loyalist
PK-189104,484,2,1441.0,1,1,3,113,At Risk
PK-190751,176,5,3098.0,2,3,4,234,Can't Lose Them
PK-190752,37,6,4270.0,4,4,4,444,Loyal Customers
PK-190753,9,6,1651.0,5,4,3,543,Loyal Customers
PK-190754,10,12,8646.0,5,5,5,555,Champions
PK-89101,122,4,948.0,3,3,2,332,Potential Loyalist
PK-90751,495,1,533.0,1,1,1,111,Lost
PK-90752,548,2,459.0,1,1,1,111,Lost
PL-189251,50,9,10789.0,4,5,5,455,Champions
PL-189252,586,3,1899.0,1,2,3,123,At Risk
PL-189253,59,3,1329.0,4,2,2,422,Others
PL-189254,16,5,239.0,5,3,1,531,Potential Loyalist
PL-89251,360,2,261.0,1,1,1,111,Lost
PL-89252,50,1,498.0,4,1,1,411,Others
PM-189401,735,4,4352.0,1,3,5,135,Can't Lose Them
PM-189402,22,7,4564.0,5,4,5,545,Champions
PM-189403,30,9,2575.0,5,5,4,554,Champions
PM-189404,387,3,1405.0,1,2,3,123,At Risk
PM-191351,574,4,2796.0,1,3,4,134,Can't Lose Them
PM-191352,37,9,1315.0,4,5,2,452,Loyal Customers
PM-191353,13,5,1632.0,5,3,3,533,Potential Loyalist
PM-191354,52,4,4115.0,4,3,4,434,Potential Loyalist
PM-89401,56,4,863.0,4,3,2,432,Potential Loyalist
PM-89402,678,5,587.0,1,3,2,132,At Risk
PM-91351,302,4,746.0,2,3,2,232,At Risk
PM-91352,997,2,684.0,1,1,2,112,Lost
PN-187751,16,9,5619.0,5,5,5,555,Champions
PN-187752,108,13,2519.0,3,5,3,353,Potential Loyalist
PN-187753,513,3,1765.0,1,2,3,123,At Risk
PN-187754,31,8,1467.0,5,5,3,553,Loyal Customers
PN-87751,214,3,1024.0,2,2,2,222,At Risk
PN-87752,54,2,499.0,4,1,1,411,Others
PO-188501,35,8,5125.0,4,5,5,455,Champions
PO-188502,106,12,7288.0,3,5,5,355,Potential Loyalist
PO-188503,13,10,5390.0,5,5,5,555,Champions
PO-188504,5,11,7475.0,5,5,5,555,Champions
PO-188651,176,8,2550.0,2,5,4,254,Can't Lose Them
PO-188652,64,10,13056.0,4,5,5,455,Champions
PO-188653,296,10,2952.0,2,5,4,254,Can't Lose Them
PO-188654,1,7,2494.0,5,4,3,543,Loyal Customers
PO-191801,211,7,9211.0,2,4,5,245,Can't Lose Them
PO-191802,604,4,682.0,1,3,2,132,At Risk
PO-191803,223,4,1967.0,2,3,3,233,At Risk
PO-191804,161,9,4893.0,2,5,5,255,Can't Lose Them
PO-191951,219,7,5331.0,2,4,5,245,Can't Lose Them
PO-191952,399,3,2524.0,1,2,3,123,At Risk
PO-191953,370,6,1958.0,1,4,3,143,Can't Lose Them
PO-191954,87,5,1057.0,3,3,2,332,Potential Loyalist
PO-88501,406,2,1076.0,1,1,2,112,Lost
PO-88502,128,2,358.0,3,1,1,311,Others
PO-88651,353,4,2607.0,1,3,4,134,Can't Lose Them
PO-88652,941,1,205.0,1,1,1,111,Lost
PO-88653,1186,1,161.0,1,1,1,111,Lost
PO-91801,30,3,416.0,5,2,1,521,Others
PO-91802,596,2,88.0,1,1,1,111,Lost
PO-91803,503,4,727.0,1,3,2,132,At Risk
PO-91951,34,4,7799.0,4,3,5,435,Potential Loyalist
PO-91952,749,1,27.0,1,1,1,111,Lost
PO-91953,259,3,403.0,2,2,1,221,At Risk
PP-189551,55,8,8800.0,4,5,5,455,Champions
PP-189552,370,6,5300.0,1,4,5,145,Can't Lose Them
PP-189553,56,6,533.0,4,4,1,441,Loyal Customers
PP-189554,98,10,7254.0,3,5,5,355,Potential Loyalist
PP-89551,1065,2,232.0,1,1,1,111,Lost
PP-89552,15,1,128.0,5,1,1,511,Others
PR-188801,110,8,3303.0,3,5,4,354,Potential Loyalist
PR-188802,120,9,3897.0,3,5,4,354,Potential Loyalist
PR-188803,26,7,4204.0,5,4,4,544,Champions
PR-188804,37,5,1841.0,4,3,3,433,Potential Loyalist
PR-88801,197,2,517.0,2,1,1,211,At Risk
PR-88802,738,1,289.0,1,1,1,111,Lost
PR-88803,1226,2,279.0,1,1,1,111,Lost
PS-187601,30,8,3962.0,5,5,4,554,Champions
PS-187602,191,6,6533.0,2,4,5,245,Can't Lose Them
PS-187603,36,8,3252.0,4,5,4,454,Champions
PS-187604,108,6,2182.0,3,4,3,343,Potential Loyalist
PS-189701,28,6,5988.0,5,4,5,545,Champions
PS-189702,191,12,4672.0,2,5,5,255,Can't Lose Them
PS-189703,160,7,6286.0,2,4,5,245,Can't Lose Them
PS-189704,70,8,1278.0,4,5,2,452,Loyal Customers
PS-190451,90,7,8178.0,3,4,5,345,Potential Loyalist
PS-190452,139,4,7012.0,3,3,5,335,Potential Loyalist
PS-190453,21,8,7221.0,5,5,5,555,Champions
PS-190454,237,7,6842.0,2,4,5,245,Can't Lose Them
PS-87601,348,1,531.0,1,1,1,111,Lost
PS-87602,498,4,1175.0,1,3,2,132,At Risk
PS-89701,923,2,57.0,1,1,1,111,Lost
PS-89702,125,2,1339.0,3,1,2,312,Others
PS-90451,62,3,341.0,4,2,1,421,Others
PS-90452,180,4,489.0,2,3,1,231,At Risk
PT-190901,125,6,2798.0,3,4,4,344,Potential Loyalist
PT-190902,147,7,2553.0,3,4,4,344,Potential Loyalist
PT-190903,7,8,2858.0,5,5,4,554,Champions
PT-190904,72,4,160.0,4,3,1,431,Potential Loyalist
PT-90901,251,1,804.0,2,1,2,212,At Risk
PT-90902,3,4,3881.0,5,3,4,534,Potential Loyalist
PV-189851,9,9,2717.0,5,5,4,554,Champions
PV-189852,22,7,2313.0,5,4,3,543,Loyal Customers
PV-189853,65,7,4636.0,4,4,5,445,Champions
PV-189854,90,5,2875.0,3,3,4,334,Potential Loyalist
PV-89851,145,4,3156.0,3,3,4,334,Potential Loyalist
PV-89852,203,2,3235.0,2,1,4,214,Can't Lose Them
PW-190301,66,9,1126.0,4,5,2,452,Loyal Customers
PW-190302,8,8,5988.0,5,5,5,555,Champions
PW-190303,478,4,2237.0,1,3,3,133,At Risk
PW-190304,47,10,3454.0,4,5,4,454,Champions
PW-192401,404,5,563.0,1,3,2,132,At Risk
PW-192402,2,5,1023.0,5,3,2,532,Potential Loyalist
PW-192403,101,7,1677.0,3,4,3,343,Potential Loyalist
PW-192404,465,7,3922.0,1,4,4,144,Can't Lose Them
PW-90301,58,3,509.0,4,2,1,421,Others
PW-90302,561,4,574.0,1,3,2,132,At Risk
PW-92401,62,4,1097.0,4,3,2,432,Potential Loyalist
PW-92402,566,3,140.0,1,2,1,121,Lost
QJ-192551,87,4,6156.0,3,3,5,335,Potential Loyalist
QJ-192552,374,3,3314.0,1,2,4,124,Can't Lose Them
QJ-192553,115,7,2616.0,3,4,4,344,Potential Loyalist
QJ-192554,26,9,6111.0,5,5,5,555,Champions
QJ-92551,62,2,165.0,4,1,1,411,Others
QJ-92552,127,3,223.0,3,2,1,321,Others
RA-192851,500,2,3278.0,1,1,4,114,Can't Lose Them
RA-192852,47,8,7958.0,4,5,5,455,Champions
RA-192853,339,5,2964.0,2,3,4,234,Can't Lose Them
RA-192854,6,9,2619.0,5,5,4,554,Champions
RA-198851,336,5,5363.0,2,3,5,235,Can't Lose Them
RA-198852,266,7,2886.0,2,4,4,244,Can't Lose Them
RA-198853,482,4,3354.0,1,3,4,134,Can't Lose Them
RA-198854,44,7,3832.0,4,4,4,444,Loyal Customers
RA-199151,143,6,3895.0,3,4,4,344,Potential Loyalist
RA-199152,125,4,4488.0,3,3,5,335,Potential Loyalist
RA-199153,28,8,7801.0,5,5,5,555,Champions
RA-199154,13,9,4794.0,5,5,5,555,Champions
RA-199451,2,4,726.0,5,3,2,532,Potential Loyalist
RA-199452,24,7,4439.0,5,4,5,545,Champions
RA-199453,84,7,4845.0,3,4,5,345,Potential Loyalist
RA-199454,62,5,1686.0,4,3,3,433,Potential Loyalist
RA-92851,255,7,2760.0,2,4,4,244,Can't Lose Them
RA-92852,498,1,295.0,1,1,1,111,Lost
RA-92853,363,6,3170.0,1,4,4,144,Can't Lose Them
RA-98851,700,1,59.0,1,1,1,111,Lost
RA-98852,1056,2,154.0,1,1,1,111,Lost
RA-98853,126,5,291.0,3,3,1,331,Potential Loyalist
RA-99151,140,1,201.0,3,1,1,311,Others
RA-99152,588,1,219.0,1,1,1,111,Lost
RA-99451,21,6,1012.0,5,4,2,542,Loyal Customers
RA-99452,213,3,1034.0,2,2,2,222,At Risk
RB-193301,142,8,3794.0,3,5,4,354,Potential Loyalist
RB-193302,16,12,8650.0,5,5,5,555,Champions
RB-193303,44,10,4909.0,4,5,5,455,Champions
RB-193304,69,2,1008.0,4,1,2,412,Others
RB-193601,21,8,10106.0,5,5,5,555,Champions
RB-193602,76,6,3511.0,4,4,4,444,Loyal Customers
RB-193603,174,5,463.0,2,3,1,231,At Risk
RB-193604,97,6,15117.0,3,4,5,345,Potential Loyalist
RB-194351,69,6,4966.0,4,4,5,445,Champions
RB-194352,131,3,93.0,3,2,1,321,Others
RB-194353,61,11,3896.0,4,5,4,454,Champions
RB-194354,20,8,2663.0,5,5,4,554,Champions
RB-194651,15,9,7408.0,5,5,5,555,Champions
RB-194652,114,5,1190.0,3,3,2,332,Potential Loyalist
RB-194653,1,10,3867.0,5,5,4,554,Champions
RB-194654,10,12,4714.0,5,5,5,555,Champions
RB-195701,164,2,1822.0,2,1,3,213,At Risk
RB-195702,189,10,6788.0,2,5,5,255,Can't Lose Them
RB-195703,21,8,1824.0,5,5,3,553,Loyal Customers
RB-195704,26,5,528.0,5,3,1,531,Potential Loyalist
RB-196451,151,3,2377.0,3,2,3,323,Others
RB-196452,321,6,1580.0,2,4,3,243,Can't Lose Them
RB-196453,299,8,1796.0,2,5,3,253,Can't Lose Them
RB-196454,649,5,221.0,1,3,1,131,At Risk
RB-197051,134,5,4923.0,3,3,5,335,Potential Loyalist
RB-197052,17,3,367.0,5,2,1,521,Others
RB-197053,445,4,1930.0,1,3,3,133,At Risk
RB-197054,55,4,2068.0,4,3,3,433,Potential Loyalist
RB-197951,114,8,2476.0,3,5,3,353,Potential Loyalist
RB-197952,193,5,1486.0,2,3,3,233,At Risk
RB-197953,94,14,9463.0,3,5,5,355,Potential Loyalist
RB-197954,33,8,5224.0,5,5,5,555,Champions
RB-93301,113,5,2079.0,3,3,3,333,Potential Loyalist
RB-93302,140,3,2458.0,3,2,3,323,Others
RB-93601,531,2,171.0,1,1,1,111,Lost
RB-93602,94,2,233.0,3,1,1,311,Others
RB-94351,217,2,215.0,2,1,1,211,At Risk
RB-94352,485,4,2964.0,1,3,4,134,Can't Lose Them
RB-94651,1212,1,418.0,1,1,1,111,Lost
RB-94652,288,2,3257.0,2,1,4,214,Can't Lose Them
RB-95701,941,2,267.0,1,1,1,111,Lost
RB-95702,447,3,320.0,1,2,1,121,Lost
RB-96451,476,1,147.0,1,1,1,111,Lost
RB-96452,240,2,135.0,2,1,1,211,At Risk
RB-97051,183,7,4267.0,2,4,4,244,Can't Lose Them
RB-97052,150,1,285.0,3,1,1,311,Others
RB-97053,248,4,1464.0,2,3,3,233,At Risk
RB-97951,31,2,68.0,5,1,1,511,Others
RB-97952,182,3,188.0,2,2,1,221,At Risk
RC-198251,669,4,778.0,1,3,2,132,At Risk
RC-198252,241,7,4180.0,2,4,4,244,Can't Lose Them
RC-198253,119,8,1993.0,3,5,3,353,Potential Loyalist
RC-198254,370,6,968.0,1,4,2,142,Can't Lose Them
RC-199601,143,5,3140.0,3,3,4,334,Potential Loyalist
RC-199602,518,7,2901.0,1,4,4,144,Can't Lose Them
RC-199603,23,4,971.0,5,3,2,532,Potential Loyalist
RC-199604,111,6,886.0,3,4,2,342,Potential Loyalist
RC-98251,742,1,37.0,1,1,1,111,Lost
RC-99601,113,4,1610.0,3,3,3,333,Potential Loyalist
RC-99602,897,1,31.0,1,1,1,111,Lost
RD-194801,261,2,890.0,2,1,2,212,At Risk
RD-194802,1,7,5552.0,5,4,5,545,Champions
RD-194803,64,10,5769.0,4,5,5,455,Champions
RD-194804,73,8,4272.0,4,5,4,454,Champions
RD-195851,360,7,4320.0,1,4,5,145,Can't Lose Them
RD-195852,26,9,8108.0,5,5,5,555,Champions
RD-195853,41,5,973.0,4,3,2,432,Potential Loyalist
RD-195854,181,10,2913.0,2,5,4,254,Can't Lose Them
RD-196601,94,7,4068.0,3,4,4,344,Potential Loyalist
RD-196602,239,4,5345.0,2,3,5,235,Can't Lose Them
RD-196603,273,5,751.0,2,3,2,232,At Risk
RD-196604,115,5,2787.0,3,3,4,334,Potential Loyalist
RD-197201,48,6,3843.0,4,4,4,444,Loyal Customers
RD-197202,63,9,5295.0,4,5,5,455,Champions
RD-197203,555,5,346.0,1,3,1,131,At Risk
RD-197204,22,10,1420.0,5,5,3,553,Loyal Customers
RD-198101,45,10,2147.0,4,5,3,453,Loyal Customers
RD-198102,913,5,1286.0,1,3,2,132,At Risk
RD-198103,107,7,2519.0,3,4,3,343,Potential Loyalist
RD-198104,15,8,1137.0,5,5,2,552,Loyal Customers
RD-199001,275,6,6221.0,2,4,5,245,Can't Lose Them
RD-199002,498,1,23.0,1,1,1,111,Lost
RD-199003,33,13,4066.0,5,5,4,554,Champions
RD-199004,115,9,3134.0,3,5,4,354,Potential Loyalist
RD-199301,101,6,3945.0,3,4,4,344,Potential Loyalist
RD-199302,1148,2,399.0,1,1,1,111,Lost
RD-199303,188,10,3982.0,2,5,4,254,Can't Lose Them
RD-199304,43,4,971.0,4,3,2,432,Potential Loyalist
RD-94801,206,3,609.0,2,2,2,222,At Risk
RD-94802,48,1,91.0,4,1,1,411,Others
RD-94803,828,2,363.0,1,1,1,111,Lost
RD-95851,36,6,4464.0,4,4,5,445,Champions
RD-95852,111,1,704.0,3,1,2,312,Others
RD-96601,28,4,2960.0,5,3,4,534,Potential Loyalist
RD-96602,1374,1,175.0,1,1,1,111,Lost
RD-96603,375,4,258.0,1,3,1,131,At Risk
RD-97201,71,4,2698.0,4,3,4,434,Potential Loyalist
RD-97202,59,4,1136.0,4,3,2,432,Potential Loyalist
RD-98101,54,5,3021.0,4,3,4,434,Potential Loyalist
RD-98102,238,2,192.0,2,1,1,211,At Risk
RD-99001,152,5,280.0,3,3,1,331,Potential Loyalist
RD-99002,93,5,4558.0,3,3,5,335,Potential Loyalist
RD-99301,162,6,2183.0,2,4,3,243,Can't Lose Them
RD-99302,29,5,4339.0,5,3,5,535,Potential Loyalist
RE-194051,29,10,7787.0,5,5,5,555,Champions
RE-194052,129,3,1122.0,3,2,2,322,Others
RE-194053,36,7,3116.0,4,4,4,444,Loyal Customers
RE-194054,1099,1,48.0,1,1,1,111,Lost
RE-194501,24,7,4319.0,5,4,5,545,Champions
RE-194502,343,4,2495.0,2,3,3,233,At Risk
RE-194503,468,2,2970.0,1,1,4,114,Can't Lose Them
RE-194504,303,5,878.0,2,3,2,232,At Risk
RE-94051,72,3,868.0,4,2,2,422,Others
RE-94052,435,3,1098.0,1,2,2,122,Lost
RE-94501,71,5,1411.0,4,3,3,433,Potential Loyalist
RE-94502,16,7,4267.0,5,4,4,544,Champions
RF-193451,121,8,4628.0,3,5,5,355,Potential Loyalist
RF-193452,93,5,3029.0,3,3,4,334,Potential Loyalist
RF-193453,65,6,2424.0,4,4,3,443,Loyal Customers
RF-193454,391,8,3310.0,1,5,4,154,Can't Lose Them
RF-197351,2,8,6855.0,5,5,5,555,Champions
RF-197352,182,3,1320.0,2,2,2,222,At Risk
RF-197353,23,5,1622.0,5,3,3,533,Potential Loyalist
RF-197354,90,7,2342.0,3,4,3,343,Potential Loyalist
RF-198401,16,7,2803.0,5,4,4,544,Champions
RF-198402,20,7,7320.0,5,4,5,545,Champions
RF-198403,10,9,3972.0,5,5,4,554,Champions
RF-198404,7,8,947.0,5,5,2,552,Loyal Customers
RF-93451,415,2,688.0,1,1,2,112,Lost
RF-93452,7,1,13.0,5,1,1,511,Others
RF-93453,544,2,2506.0,1,1,3,113,At Risk
RF-97351,119,3,951.0,3,2,2,322,Others
RF-98401,1137,1,173.0,1,1,1,111,Lost
RF-98402,139,5,400.0,3,3,1,331,Potential Loyalist
RH-194951,113,8,2452.0,3,5,3,353,Potential Loyalist
RH-194952,360,5,4263.0,1,3,4,134,Can't Lose Them
RH-194953,25,10,2961.0,5,5,4,554,Champions
RH-194954,33,5,3622.0,5,3,4,534,Potential Loyalist
RH-195101,21,7,1448.0,5,4,3,543,Loyal Customers
RH-195102,161,5,1519.0,2,3,3,233,At Risk
RH-195103,108,7,1654.0,3,4,3,343,Potential Loyalist
RH-195104,468,6,6980.0,1,4,5,145,Can't Lose Them
RH-195551,73,5,3631.0,4,3,4,434,Potential Loyalist
RH-195552,8,9,2999.0,5,5,4,554,Champions
RH-195553,121,5,1573.0,3,3,3,333,Potential Loyalist
RH-195554,520,2,740.0,1,1,2,112,Lost
RH-196001,185,3,572.0,2,2,2,222,At Risk
RH-196002,49,8,954.0,4,5,2,452,Loyal Customers
RH-196003,7,7,1019.0,5,4,2,542,Loyal Customers
RH-196004,535,3,2086.0,1,2,3,123,At Risk
RH-94951,422,1,2833.0,1,1,4,114,Can't Lose Them
RH-94952,97,2,225.0,3,1,1,311,Others
RH-95101,701,4,585.0,1,3,2,132,At Risk
RH-95102,967,3,1252.0,1,2,2,122,Lost
RH-95551,27,5,4477.0,5,3,5,535,Potential Loyalist
RH-95552,30,3,4275.0,5,2,5,525,Others
RH-96001,517,4,1421.0,1,3,3,133,At Risk
RH-96002,908,1,1826.0,1,1,3,113,At Risk
RH-96003,174,3,92.0,2,2,1,221,At Risk
RK-193001,128,5,3288.0,3,3,4,334,Potential Loyalist
RK-193002,309,5,1048.0,2,3,2,232,At Risk
RK-193003,86,13,7683.0,3,5,5,355,Potential Loyalist
RK-193004,120,3,1460.0,3,2,3,323,Others
RK-93001,65,2,383.0,4,1,1,411,Others
RK-93002,29,2,136.0,5,1,1,511,Others
RL-196151,463,4,4648.0,1,3,5,135,Can't Lose Them
RL-196152,121,4,682.0,3,3,2,332,Potential Loyalist
RL-196153,476,7,3303.0,1,4,4,144,Can't Lose Them
RL-196154,122,8,6236.0,3,5,5,355,Potential Loyalist
RL-96151,266,3,169.0,2,2,1,221,At Risk
RL-96152,268,5,2251.0,2,3,3,233,At Risk
RM-193751,19,8,5197.0,5,5,5,555,Champions
RM-193752,118,7,5054.0,3,4,5,345,Potential Loyalist
RM-193753,280,4,4028.0,2,3,4,234,Can't Lose Them
RM-193754,346,6,1453.0,1,4,3,143,Can't Lose Them
RM-196751,629,3,898.0,1,2,2,122,Lost
RM-196752,5,8,3011.0,5,5,4,554,Champions
RM-196753,35,3,1266.0,4,2,2,422,Others
RM-196754,7,5,5978.0,5,3,5,535,Potential Loyalist
RM-197501,48,6,2453.0,4,4,3,443,Loyal Customers
RM-197502,210,3,2363.0,2,2,3,223,At Risk
RM-197503,17,9,1560.0,5,5,3,553,Loyal Customers
RM-197504,300,1,98.0,2,1,1,211,At Risk
RM-93751,10,4,709.0,5,3,2,532,Potential Loyalist
RM-93752,885,3,1532.0,1,2,3,123,At Risk
RM-96751,37,1,198.0,4,1,1,411,Others
RM-96752,107,1,212.0,3,1,1,311,Others
RM-96753,142,6,1305.0,3,4,2,342,Potential Loyalist
RM-97501,1191,1,53.0,1,1,1,111,Lost
RM-97502,41,6,876.0,4,4,2,442,Loyal Customers
RO-197801,122,10,12210.0,3,5,5,355,Potential Loyalist
RO-197802,301,7,1842.0,2,4,3,243,Can't Lose Them
RO-197803,190,5,965.0,2,3,2,232,At Risk
RO-197804,36,7,3816.0,4,4,4,444,Loyal Customers
RO-97801,5,7,2597.0,5,4,4,544,Champions
RO-97802,1006,2,482.0,1,1,1,111,Lost
RP-192701,8,11,6542.0,5,5,5,555,Champions
RP-192702,266,6,5731.0,2,4,5,245,Can't Lose Them
RP-192703,301,5,495.0,2,3,1,231,At Risk
RP-192704,497,4,955.0,1,3,2,132,At Risk
RP-193901,16,7,6918.0,5,4,5,545,Champions
RP-193902,96,6,1082.0,3,4,2,342,Potential Loyalist
RP-193903,34,9,2963.0,4,5,4,454,Champions
RP-193904,34,12,5155.0,4,5,5,455,Champions
RP-198551,22,5,3516.0,5,3,4,534,Potential Loyalist
RP-198552,307,9,4063.0,2,5,4,254,Can't Lose Them
RP-198553,423,5,1294.0,1,3,2,132,At Risk
RP-198554,29,8,2169.0,5,5,3,553,Loyal Customers
RP-92701,1130,2,238.0,1,1,1,111,Lost
RP-92702,287,4,1037.0,2,3,2,232,At Risk
RP-93901,271,5,4862.0,2,3,5,235,Can't Lose Them
RP-93902,517,2,1073.0,1,1,2,112,Lost
RP-98551,463,2,2342.0,1,1,3,113,At Risk
RP-98552,401,4,1226.0,1,3,2,132,At Risk
RR-193151,63,10,7303.0,4,5,5,455,Champions
RR-193152,182,5,2372.0,2,3,3,233,At Risk
RR-193153,392,4,1472.0,1,3,3,133,At Risk
RR-193154,20,2,615.0,5,1,2,512,Others
RR-195251,328,6,3504.0,2,4,4,244,Can't Lose Them
RR-195252,13,6,2907.0,5,4,4,544,Champions
RR-195253,1,9,5293.0,5,5,5,555,Champions
RR-195254,171,6,3301.0,2,4,4,244,Can't Lose Them
RR-93151,825,1,27.0,1,1,1,111,Lost
RR-93152,233,3,1795.0,2,2,3,223,At Risk
RR-95251,570,2,675.0,1,1,2,112,Lost
RR-95252,90,5,702.0,3,3,2,332,Potential Loyalist
RS-194201,100,7,2441.0,3,4,3,343,Potential Loyalist
RS-194202,100,9,5093.0,3,5,5,355,Potential Loyalist
RS-194203,484,7,3292.0,1,4,4,144,Can't Lose Them
RS-194204,77,5,3221.0,4,3,4,434,Potential Loyalist
RS-197651,168,5,3052.0,2,3,4,234,Can't Lose Them
RS-197652,44,4,3669.0,4,3,4,434,Potential Loyalist
RS-197653,160,8,2702.0,2,5,4,254,Can't Lose Them
RS-197654,37,8,4160.0,4,5,4,454,Champions
RS-198701,191,4,1460.0,2,3,3,233,At Risk
RS-198702,386,7,3208.0,1,4,4,144,Can't Lose Them
RS-198703,78,7,2399.0,3,4,3,343,Potential Loyalist
RS-198704,20,2,22.0,5,1,1,511,Others
RS-94201,34,5,331.0,4,3,1,431,Potential Loyalist
RS-94202,849,1,12.0,1,1,1,111,Lost
RS-94203,1177,1,42.0,1,1,1,111,Lost
RS-97651,146,4,960.0,3,3,2,332,Potential Loyalist
RS-97652,124,2,565.0,3,1,2,312,Others
RS-98701,21,4,467.0,5,3,1,531,Potential Loyalist
RS-98702,324,4,565.0,2,3,2,232,At Risk
RW-195401,43,8,6351.0,4,5,5,455,Champions
RW-195402,148,7,4541.0,3,4,5,345,Potential Loyalist
RW-195403,44,3,1134.0,4,2,2,422,Others
RW-195404,121,7,7400.0,3,4,5,345,Potential Loyalist
RW-196301,322,4,3001.0,2,3,4,234,Can't Lose Them
RW-196302,252,5,1349.0,2,3,2,232,At Risk
RW-196303,78,8,1798.0,3,5,3,353,Potential Loyalist
RW-196304,90,9,3280.0,3,5,4,354,Potential Loyalist
RW-196901,237,8,5650.0,2,5,5,255,Can't Lose Them
RW-196902,54,6,941.0,4,4,2,442,Loyal Customers
RW-196903,16,6,1113.0,5,4,2,542,Loyal Customers
RW-196904,80,5,3495.0,3,3,4,334,Potential Loyalist
RW-95401,27,4,4821.0,5,3,5,535,Potential Loyalist
RW-95402,1206,3,878.0,1,2,2,122,Lost
RW-96301,1154,1,546.0,1,1,1,111,Lost
RW-96302,400,1,14.0,1,1,1,111,Lost
RW-96901,1205,2,294.0,1,1,1,111,Lost
RW-96902,99,6,1103.0,3,4,2,342,Potential Loyalist
SA-108301,50,5,505.0,4,3,1,431,Potential Loyalist
SA-108302,1192,1,55.0,1,1,1,111,Lost
SA-108303,11,4,312.0,5,3,1,531,Potential Loyalist
SA-208301,216,9,2320.0,2,5,3,253,Can't Lose Them
SA-208302,169,3,4398.0,2,2,5,225,Can't Lose Them
SA-208303,169,8,4137.0,2,5,4,254,Can't Lose Them
SA-208304,64,10,4767.0,4,5,5,455,Champions
SB-101701,344,2,1321.0,2,1,2,212,At Risk
SB-101702,27,3,329.0,5,2,1,521,Others
SB-101851,79,5,935.0,3,3,2,332,Potential Loyalist
SB-101852,1100,2,332.0,1,1,1,111,Lost
SB-102901,192,5,1976.0,2,3,3,233,At Risk
SB-201701,34,7,8934.0,4,4,5,445,Champions
SB-201702,3,3,1797.0,5,2,3,523,Others
SB-201703,629,2,874.0,1,1,2,112,Lost
SB-201704,202,3,1348.0,2,2,2,222,At Risk
SB-201851,75,3,1844.0,4,2,3,423,Others
SB-201852,136,13,6429.0,3,5,5,355,Potential Loyalist
SB-201853,125,9,6349.0,3,5,5,355,Potential Loyalist
SB-201854,189,6,6411.0,2,4,5,245,Can't Lose Them
SB-202901,169,5,5101.0,2,3,5,235,Can't Lose Them
SB-202902,42,3,4587.0,4,2,5,425,Others
SB-202903,97,7,793.0,3,4,2,342,Potential Loyalist
SB-202904,48,7,8057.0,4,4,5,445,Champions
SC-100201,265,1,48.0,2,1,1,211,At Risk
SC-100202,408,3,428.0,1,2,1,121,Lost
SC-100501,346,3,1493.0,1,2,3,123,At Risk
SC-100502,43,4,819.0,4,3,2,432,Potential Loyalist
SC-100951,226,4,717.0,2,3,2,232,At Risk
SC-100952,612,3,203.0,1,2,1,121,Lost
SC-102301,195,2,174.0,2,1,1,211,At Risk
SC-102302,1400,1,1619.0,1,1,3,113,At Risk
SC-102601,146,1,633.0,3,1,2,312,Others
SC-102602,142,6,2533.0,3,4,3,343,Potential Loyalist
SC-103051,428,5,2350.0,1,3,3,133,At Risk
SC-103052,17,2,857.0,5,1,2,512,Others
SC-103801,276,2,1446.0,2,1,3,213,At Risk
SC-103802,605,2,110.0,1,1,1,111,Lost
SC-104401,414,3,1648.0,1,2,3,123,At Risk
SC-104402,93,1,282.0,3,1,1,311,Others
SC-105751,374,2,328.0,1,1,1,111,Lost
SC-106801,506,2,2511.0,1,1,3,113,At Risk
SC-106802,190,2,3835.0,2,1,4,214,Can't Lose Them
SC-106951,175,3,1335.0,2,2,2,222,At Risk
SC-106952,427,1,133.0,1,1,1,111,Lost
SC-107251,322,3,2136.0,2,2,3,223,At Risk
SC-107252,92,4,807.0,3,3,2,332,Potential Loyalist
SC-107701,831,1,27.0,1,1,1,111,Lost
